participantId, condition, trialNumber, trialStart, trialEnd, expectedAngle, drawnAngle, wristRotation, expectedWristRotation
21,0,1,1626809086487,1626809090005,108,124,-33
21,0,2,1626809097468,1626809099180,108,143,-8
21,0,3,1626809106832,1626809112496,-36,-62,-52
21,0,4,1626809118214,1626809119878,180,177,-4
21,0,5,1626809128657,1626809131131,180,168,-34
21,0,6,1626809137564,1626809140937,72,46,-90
21,0,7,1626809148454,1626809149981,-36,-42,-22
21,0,8,1626809158716,1626809161591,-144,-157,16
21,0,9,1626809170101,1626809172212,180,-154,-12
21,0,10,1626809177658,1626809180267,-144,-158,17
21,0,11,1626809189674,1626809191651,-144,-155,-5
21,0,12,1626809199216,1626809201506,36,28,-80
21,0,13,1626809210913,1626809213840,72,47,-77
21,0,14,1626809222478,1626809224278,144,129,-3
21,0,15,1626809231793,1626809233727,72,41,-3
21,0,16,1626809243268,1626809244979,-144,-150,-6
21,0,17,1626809250378,1626809253121,72,50,41
21,0,18,1626809258476,1626809260457,-108,-153,-4
21,0,19,1626809265857,1626809267708,-144,-161,-8
21,0,20,1626809275083,1626809279042,-72,-142,-8
21,0,21,1626809284578,1626809289348,-72,-60,10
21,0,22,1626809295782,1626809298440,-36,-43,16
21,0,23,1626809307887,1626809311442,108,-142,-7
21,0,24,1626809317877,1626809320936,-72,-58,60
21,0,25,1626809329351,1626809333178,-72,-41,-24
21,0,26,1626809339748,1626809342494,0,6,-12
21,0,27,1626809350232,1626809352076,72,43,-17
21,0,28,1626809360493,1626809362473,0,-11,-15
21,0,29,1626809367920,1626809369720,108,127,-18
21,0,30,1626809378454,1626809380785,0,-39,-68
21,0,31,1626809386187,1626809390825,36,31,-18
21,0,32,1626809397258,1626809399193,36,30,29
21,0,33,1626809404682,1626809407248,36,30,34
21,0,34,1626809412648,1626809414987,144,180,-88
21,0,35,1626809422367,1626809424843,-108,-159,-78
21,0,36,1626809434517,1626809438208,108,51,-32
21,0,37,1626809445586,1626809447479,144,172,-84
21,0,38,1626809457062,1626809459402,-36,-34,7
21,0,39,1626809465927,1626809468537,-72,-31,-85
21,0,40,1626809475961,1626809478483,-36,-39,-74
21,0,41,1626809486987,1626809489147,-108,-152,12
21,0,42,1626809497652,1626809501478,108,-157,-86
21,0,43,1626809508857,1626809510931,0,-26,-21
21,0,44,1626809520376,1626809523301,180,-166,-96
21,0,45,1626809528757,1626809531762,0,-32,-98
21,0,46,1626809538287,1626809541301,180,149,-22
21,0,47,1626809547783,1626809549672,36,38,-107
21,0,48,1626809559167,1626809560923,36,38,-94
21,0,49,1626809567357,1626809570281,-144,-158,-91
21,0,50,1626809578651,1626809583150,108,141,-69
21,1,1,1626809666852,1626809669104,166,172,-50
21,1,2,1626809676481,1626809680893,93,68,21
21,1,3,1626809689262,1626809691377,149,176,-103
21,1,4,1626809698847,1626809701729,85,61,49
21,1,5,1626809707171,1626809709466,-159,180,-51
21,1,6,1626809716846,1626809719366,-153,-171,-81
21,1,7,1626809726926,1626809730438,-159,-163,-87
21,1,8,1626809738092,1626809739752,0,5,-72
21,1,9,1626809746277,1626809749202,6,9,-66
21,1,10,1626809755682,1626809759237,-73,-100,-1
21,1,11,1626809766660,1626809768641,127,-165,-89
21,1,12,1626809776387,1626809780609,138,47,30
21,1,13,1626809787051,1626809789164,-119,-91,-83
21,1,14,1626809798658,1626809801134,19,6,-17
21,1,15,1626809808555,1626809811797,97,119,-83
21,1,16,1626809821246,1626809823000,25,39,-83
21,1,17,1626809831506,1626809833846,-165,-145,-21
21,1,18,1626809842352,1626809844873,-43,32,-79
21,1,19,1626809851262,1626809853194,105,122,-39
21,1,20,1626809862691,1626809864446,-141,-157,-33
21,1,21,1626809869846,1626809872278,-92,-171,52
21,1,22,1626809881682,1626809886585,86,83,-94
21,1,23,1626809895946,1626809899997,-83,-89,-83
21,1,24,1626809908456,1626809912010,28,37,-80
21,1,25,1626809921956,1626809923710,55,44,-17
21,1,26,1626809930056,1626809931856,-55,-130,53
21,1,27,1626809938246,1626809941082,-97,-62,-25
21,1,28,1626809950576,1626809952691,176,174,-4
21,1,29,1626809958180,1626809960339,52,6,-20
21,1,30,1626809965747,1626809967900,-67,-90,-31
21,1,31,1626809975281,1626809977350,133,107,-11
21,1,32,1626809982842,1626809985585,143,78,-1
21,1,33,1626809991976,1626809994766,-55,-157,-55
21,1,34,1626810004261,1626810007682,-85,133,-85
21,1,35,1626810014159,1626810016186,68,122,-76
21,1,36,1626810024382,1626810026220,-78,-103,-42
21,1,37,1626810035716,1626810038775,100,112,-44
21,1,38,1626810044272,1626810046246,108,119,-72
21,1,39,1626810055740,1626810057947,116,122,-64
21,1,40,1626810066450,1626810068476,-105,142,39
21,1,41,1626810076081,1626810079816,-43,33,-79
21,1,42,1626810085260,1626810087286,98,107,-82
21,1,43,1626810093675,1626810096014,-128,-135,-56
21,1,44,1626810101505,1626810103358,-116,-154,-80
21,1,45,1626810112755,1626810115591,-12,14,-12
21,1,46,1626810123961,1626810126795,-17,-36,-89
21,1,47,1626810135255,1626810137506,102,109,-78
21,1,48,1626810144976,1626810146733,-174,-160,-66
21,1,49,1626810152176,1626810154112,39,35,-69
21,1,50,1626810163650,1626810165406,105,136,-75
