participantId, condition, trialNumber, trialStart, trialEnd, expectedAngle, drawnAngle, wristRotation, expectedWristRotation
191,0,1,1628507748841,1628507751360,72,-5,-44
191,0,2,1628507756765,1628507759104,-108,-136,-45
191,0,3,1628507756765,1628507759596,-108,-130,-45
191,0,4,1628507768552,1628507770800,36,-97,-20
191,0,5,1628507776158,1628507781603,-144,-10,-6
191,0,6,1628507787047,1628507789075,-108,-131,-32
191,0,7,1628507795552,1628507797666,180,-178,-27
191,0,8,1628507805137,1628507809455,36,7,-26
191,0,9,1628507814857,1628507816388,-108,-153,-34
191,0,10,1628507823772,1628507830920,144,135,-40
191,0,11,1628507838347,1628507840503,-72,-121,-18
191,0,12,1628507845951,1628507848110,0,-43,-44
191,0,13,1628507857471,1628507859903,0,-36,-20
191,0,14,1628507867375,1628507871330,0,-45,-25
191,0,15,1628507879838,1628507881815,-36,-92,-35
191,0,16,1628507887170,1628507888924,144,134,-41
191,0,17,1628507894371,1628507896844,36,-9,-26
191,0,18,1628507903243,1628507904855,-108,-179,-48
191,0,19,1628507914260,1628507916196,108,79,-63
191,0,20,1628507925557,1628507937524,-144,142,-63
191,0,21,1628507943962,1628507946030,36,-8,-43
191,0,22,1628507955437,1628507968396,108,98,-33
191,0,23,1628507975867,1628507978249,180,160,-23
191,0,24,1628507988423,1628507991440,72,22,-51
191,0,25,1628507997961,1628507999719,-108,-156,-65
191,0,26,1628508008131,1628508010019,-36,-84,-81
191,0,27,1628508273589,1628508276014,144,156,-23
191,0,28,1628508284474,1628508287420,0,-1,-48
191,0,29,1628508295276,1628508297659,36,-2,-35
191,0,30,1628508306166,1628508308144,-36,-66,-86
191,0,31,1628508314003,1628508315794,108,85,-25
191,0,32,1628508324166,1628508326099,72,1,-34
191,0,33,1628508333571,1628508335458,144,84,-29
191,0,34,1628508344010,1628508346258,108,72,-89
191,0,35,1628508353686,1628508355844,0,-24,-20
191,0,36,1628508365026,1628508366913,108,90,-80
191,0,37,1628508375285,1628508379828,144,120,-15
191,0,38,1628508385275,1628508387793,-108,-119,-63
191,0,39,1628508396489,1628508398056,-108,-118,-65
191,0,40,1628508405479,1628508410970,-72,-141,-29
191,0,41,1628508420285,1628508422492,-72,-118,-42
191,0,42,1628508432075,1628508434056,108,67,-37
191,0,43,1628508439499,1628508441658,108,81,-34
191,0,44,1628508448639,1628508465375,-144,-146,-31
191,0,45,1628508472849,1628508474688,-36,-85,-36
191,0,46,1628508483196,1628508485715,72,66,-25
191,0,47,1628508495163,1628508497151,-72,-144,-90
191,0,48,1628508504569,1628508508753,180,144,-25
191,0,49,1628508518295,1628508520455,0,-15,-31
191,0,50,1628508527880,1628508584400,-144,-146,-18
191,1,1,1628508606495,1628508611263,-77,-86,-41
191,1,2,1628508617655,1628508619723,12,22,-24
191,1,3,1628508628905,1628508630837,2,-7,-34
191,1,4,1628508639393,1628508646634,173,-145,-43
191,1,5,1628508652079,1628508654421,-97,-111,-25
191,1,6,1628508661890,1628508663691,1,35,-35
191,1,7,1628508672193,1628508674175,-160,-121,-52
191,1,8,1628508680610,1628508684478,43,48,-29
191,1,9,1628508692354,1628508694378,-97,-74,-61
191,1,10,1628508700859,1628508702703,-41,-3,-41
191,1,11,1628508709096,1628508710904,-109,-114,-37
191,1,12,1628508718365,1628508720703,-10,3,-46
191,1,13,1628508729075,1628508731143,123,102,-21
191,1,14,1628508738479,1628508740642,144,123,-36
191,1,15,1628508750180,1628508752111,-142,157,-34
191,1,16,1628508760573,1628508769573,177,-140,-39
191,1,17,1628508775064,1628508776684,100,87,-44
191,1,18,1628508782178,1628508784063,143,139,-37
191,1,19,1628508793560,1628508795267,-32,-42,-32
191,1,20,1628508804903,1628508806609,40,2,-32
191,1,21,1628508816197,1628508818127,130,169,-50
191,1,22,1628508826005,1628508827622,-85,-106,-49
191,1,23,1628508834059,1628508868798,176,-147,-40
191,1,24,1628508875460,1628508877802,-144,-124,-36
191,1,25,1628508887969,1628508892065,126,89,-54
191,1,26,1628508902459,1628508904037,40,8,-32
191,1,27,1628508911459,1628508913392,-64,-87,-28
191,1,28,1628508919919,1628508923112,-62,-58,-26
191,1,29,1628508929774,1628508932292,-158,160,-50
191,1,30,1628508937694,1628508939449,139,129,-41
191,1,31,1628508946872,1628508948492,11,3,-25
191,1,32,1628508956642,1628508958167,39,18,-33
191,1,33,1628508963659,1628508966807,-41,-30,-41
191,1,34,1628508972253,1628508974187,178,-112,-110
191,1,35,1628508983870,1628508986022,83,31,-25
191,1,36,1628508996240,1628508997859,104,98,-40
191,1,37,1628509004292,1628509023598,177,-135,-39
191,1,38,1628509030754,1628509032506,77,84,-31
191,1,39,1628509038989,1628509040652,154,140,-26
191,1,40,1628509051184,1628509054826,33,29,-39
191,1,41,1628509069094,1628509091146,139,-146,-77
191,1,42,1628509101177,1628509106536,-108,-142,-36
191,1,43,1628509116257,1628509118051,58,155,-86
191,1,44,1628509125165,1628509140520,155,-139,-61
191,1,45,1628509150544,1628509152386,-94,-78,-22
191,1,46,1628509159769,1628509161656,-26,-88,-62
191,1,47,1628509170122,1628509171871,114,98,-30
191,1,48,1628509177274,1628509179476,-53,-52,-53
191,1,49,1628509187269,1628509189196,-77,-40,-41
191,1,50,1628509198833,1628509200401,-33,-28,-33
